 |WURZEL|STAMM|VERB|NOMEN|ADJEKTIV|WEITERE|KOGNATE|BEDEUTUNG|GLOSE
| satt | satt | sätt -ig -en (U) | | satt | | | |
| sattel | sattel | sattel -n | der Sattel | | | |Meronym|
| sau | sau | ver- sau -en | die Sau | | | |Lebewesen|
| sauber | sauber | säuber -n (U) | | sauber | | | |
| sauer | sauer | säuer -n (U) | | sauer | | | |
| sauer | sauer | ver- sauer -n | | sauer | | | |
| sauf | sauf | er- säuf -en (U) | | | | | |
| sauf | sauf | sauf -en | der Soff (A) | | | | |
| sauf | suff (A) | süff -el -n (U) | der Suff | | | = süpfeln, süppeln ~ saufen |Diminutiv|
| saug | saug | säug -en (U) | | | | | |
| saug | saug | saug -en | der Sog (A) | | | | |
| saum | saum | säum -en (U) | der Saum | | | |Resultat|
| sauna | sauna | saun -en | die Sauna | | | Lehnwort < finn. |Ort|
| saus | saus | säus -el -n (U) | | | | |Diminutiv|
| saus | saus | saus -en | der Saus | | | ~ die Sause |Resultat| "in Saus und Braus"
| save | save | save -n | | | | neues Lehnwort < en. | |
| scan | scan | scann -en | der Scan | | | neues Lehnwort < en. |Resultat|
| schabe | schabe | schabe -n | die Schabe | | | ~ nl. schaaf |Instrument| "abkratzen"
| schacher | schacher | schacher -n | der Schacher | | | Lehnwort < hebr. sāḥar |Resultat| "feilschen"
| schächt | schächt | schächt -en | | | | Lehnwort < hebr. šahat "schlachten" | |
| schacht | schacht | schacht -en | der Schacht | | | |Resultat| "Erde ausheben"
| schachtel | schachtel | schachtel -n | die Schachtel | | | |Ort|
| schad | schad | schad -en | der Schad -en | | | |Resultat|
| schad | schad | schäd -ig -en (U) | der Schad -en| | | |Resultat|
| schaff | ge- schäff -t (U) | geschäft -en | das Geschäft | | | |Resultat|
| schaff | schäff -t -ig (U) | be- schäftig -en | die Beschäftig -ung | | | ~ mhd. scheftic "tätig" | |
| schaff | schaff | schaff -en | die Schaff -ung | | | | |
| schaft | schaft | schäft -en (U) | der Schaft | | | |Meronym|
| schäker | schäker | schäker -n | der Schäker | | | |Lebewesen|
| schale | schale | schäle -n (U) | die Schale | | | |Meronym|
| schale | schale | ver- schale -n | die Schale | | | |Meronym|
| schall | schall | schall -en | der Schall | | | |Resultat|
| schall | schall | schall -er -n | | | | ~ schallen |Stimmgeräusch| "laut singen"
| schalt | schalt | schalt -en | die Schalt -ung | | | | |
| scham | scham | schäm -en (U) | der Scham | | | |Empfindung|
| schamfil | schamfil | schamfil -en | | | | Lehnwort < lat. calefare | | "durch scheuern beschädigen"
| schande | schande | schänd -en (U) | die Schande | | | |Resultat|
| schande | schande | ver- schande -l -n | die Schande | | | |Resultat| "hässlich machen"
| schanze | schanze | ver- schanze -n | die Schanze | | | |Ort|
| schar | schar | schar -en | die Schar | | | |Lebewesen|
| scharf | scharf | schärf -en (U) | | scharf | | | |
| scharmütz | scharmütz -el | scharmützel -n | das Scharmützel | | | < mhd. scharmutz < fr. escarmuche |Resultat|
| scharr | scharr | scharr -en | | | | | |
| scharwenzel | scharwenzel | scharwenzel -n | der Scharwenzel | | | < tsch. červenc |Lebewesen|
| schass | schass | schass -en | | | | Lehnwort < fr. chasser "entlassen" | |
| schatt | schatt | be/über/ver- schatt -en | der Schatt -en | | | |Analogon|
| schatz | schatz | schätz -en (U) | der Schatz | | | |Analogon| "Wert beurteilen"
| schatz | schatz | schatz -en | der Schatz | | | ~ brandschatzen |Resultat|
| schau | an- schau -lich | ver- anschaulich -en | | anschaulich | | ~ anschauen | |
| schau | schau | schau -en | die Schau | | | |???|
| schau-spiel | schauspiel -er | schauspieler -n | der Schauspieler | | | |Resultat>Lebewesen|
| schauder | schauder | schauder -n | der Schauder | | | |Empfindung|
| schauer | schauer | schauer -n | der Schauer | | | < germ. \*skūra |Empfindung|
| schaufel | schaufel | schaufel -n | die Schaufel | | | |Instrument|
| schaukel | schaukel | schaukel -n | die Schaukel | | | |Instrument|
| schaum | schaum | schäum -en (U) | der Schaum | | | |Resultat|
| scheff | scheff -el (U) | scheffel -n | der Scheffel | | | ~ das Schaff |Instrument| "Gefäß"
| scheh | ge- scheh | gescheh -en | | | | ~ das Geschehen | |
| scheibe | scheibe | scheibe -n | die Scheibe | | | |Instrument| "rollen"
| scheid | ab- schied (A) | ver- abschied -en | der Abschied | | | |Resultat|
| scheid | scheid | scheid -en | die Scheid -ung | | | | |
| scheid | scheit -el | scheitel -n | der Scheitel | | | ~ scheiden |Resultat|
| schein 1 | schein | schein -en | der Schein | | | |Resultat| "Strahl"
| schein 2 | schein | be- schein -ig -en | der Schein | | | |Instrument| "Schriftstück"
| scheiße | scheiße | scheiße -n | die Scheiße | | | |Resultat|
| scheiße | scheiße | ver- scheiße -r -n | die Scheiße | | | |Analogon| "zum Narren halten"
| scheit | scheit -er | scheiter -n | die Scheiter | | | |Resultat>Plural| "erfolglos sein, in Scheitern zerfallen"
| scheit | scheit | scheit -en | das Scheit | | | |Resultat|
| schelle | schelle | schelle -n | die Schelle | | | |Instrument|
| schelte | schelte | schelte -n | die Schelte | | | |Resultat|
| schenk | schenk | schenk -en | das Ge- schenk | | | | |
| schepper | schepper | schepper -n | | | | |Dinggeräusch|
| scher | be- scher | bescher -en | die Bescher -ung | | | | |
| scher | scher -z | scherz -en | der Scherz | | | |Resultat|
| scher | scher | scher -en | | | | ~? ahd. skerōn | | "sich fortbewegen"
| scherbe | scherbe | zer- scherbe -n | die Scherbe | | | |Meronym|
| scherbel | scherbel | scherbel -n | | | | |Körperbewegung| "tanzen"
| schere | schere | schere -n | die Schere | | | |Instrument|
| sches | sches | sches -en | | | | | | "rennen"
| scheu | scheu | scheu -en | | scheu | | | |
| scheuche | scheuche | scheuche -n | die Scheuche | | | ~ Vogelscheuche |Instrument|
| scheuer | scheuer | scheuer -n | | | | | |
| schibbel | schibbel | schibbel -n | | | | | | "rollen"
| schicht | schicht | schicht -en | die Schicht | | | |Resultat|
| schick | schick | schick -en | | | | | |
| schicker | schicker | schicker -n | | schicker | | ~ jidd. sjikker < hebr. šikkōr "betrunken" | | "Alkohol trinken"
| schieb | schieb | schieb -en | der Schub (A) | | | | |
| schieb | schub -s (A) | schubs -en | der Schubs | | | |Resultat|
| schief | schief -er | schiefer -n | der Schiefer | | | ~ ie. \*skē̌ip "schneiden" |Resultat|
| schiel | schiel | schiel -en | | | | < ie. \*skel "biegen" ~ nl. scheel | |
| schiel | schiel | schill -er -n | | | | ~ schielen "schief schauen" | | "glänzen"
| schiene | schiene | schiene -n | die Schiene | | | |Instrument|
| schieß | schieß | schieß -en | das Ge- schoß (A) | | | | |
| schieß | schuss -er (A) | schusser -n | der Schusser | | | |Instrument| "Murmel"
| schieß | vor- schuss (A) | be- vorschuss -en | der Vorschuss | | | |Resultat|
| schieß | zu- schuss (A) | be- zuschuss -en | der Zuschuss | | | |Resultat|
| schiff | schiff | schiff -en | das Schiff | | | |Instrument|
| schiff | schipp -er | schipper -n | der Schipper | | | |Instrument>Lebewesen|
| schild | schild -er | schilder -n | die Schilder | | | |Instrument>Plural|
| schilf 1 | schilf | ent/ver- schilf -en | das Schilf | | | |Meronym|
| schilf 2 | schilf | schilf -er -n | | | | < ahd. skeliva ~ nl. schilfer "Schuppe" |Resultat| "sich schuppen"
| schimm | schimm | schimm -er -n | der Schimmer | | | ~ md. schemen "blinken, funkeln" |Lichteffekt|
| schimmel | schimmel | schimmel -n | der Schimmel | | | |Resultat|
| schimpf | schimpf | schimpf -en | | | | |Stimmgeräusch|
| schind | schind | schind -en | | | | | |
| schindel | schindel | schindel -n | die Schindel | | | ~ Schindeldach |Instrument|
| schippe | schippe | schippe -n | die Schippe | | | |Instrument|
| schirm | schirm | schirm -en | der Schirm | | | |Instrument|
| schirr | schirr | schirr -en | das Ge- schirr | | | | | "Pferde einspannen"
| schlacht | schlacht | schlacht -en | die Schlacht | | | |Resultat|
| schlack | schlack | schlack -er -n | | schlack | | ~ schlacksig | |
| schlacke | schlacke | ent/ver- schlacke -n | die Schlacke | | | |Meronym|
| schlaf | schlaf | ein- schläf -er -n (U) | | | | ~ schlafen | |
| schlaf | schlaf | schlaf -en | der Schlaf | | | |Resultat|
| schlaff | schlaff | er- schlaff -en | | schlaff | | | |
| schlag | schläg -el (U) | schlägel -n | der Schlägel | | | |Instrument|
| schlag | schläg -er (U) | schläger -n | der Schläger | | | |Lebewesen|
| schlag | schlag | schlag -en | der Schlag | | | |Resultat|
| schlag-wort | schlagwort | ver- schlagwort -en | das Schlagwort | | | |???| "Schlagwörter zuweisen"
| schlamm | schlamm | ent/ver- schlamm -en | der Schlamm | | | |Meronym|
| schlamm | schlamm | schlämm -en (U) | der Schlamm | | | |Meronym|
| schlamp | schlamp | schlamp -en | die Schlamp -e | | | ~ schlampig |Lebewesen|
| schlamp | schlamp | schlamp -er -n | | | | ~ schlampig | |
| schlange | schlange | schlänge -l -n (U) | die Schlange | | | |Lebewesen|
| schlank | schlank | ver- schlank -en | | schlank | | | |
| schlapp | schlabb | schlabb -er -n | | | | |Verzehr|
| schlapp | schlapp | schlapp -en | | schlapp | | | |
| schlaube | schlaube | schlaube -n | die Schlaube | | | |Meronym| "Hülse"
| schlauch | schlauch | schlauch -en | der Schlauch | | | |???|
| schlecht | schlecht -er | ver- schlechter -n | | schlechter | | | |
| schleck | schleck | schleck -en | | | | | |
| schleck | schleck | schleck -er -n | | | | |Verzehr|
| schleich | schleich | schleich -en | | | | |Körperbewegung|
| schleier | schleier | ent/ver- schleier -n | der Schleier | | | |Meronym|
| schleif | schleif | schleif -en | der Schliff (A) | | | | |
| schleim | schleim | schleim -en | der Schleim | | | |Resultat|
| schleiß | schleiß | schleiß -en | | | | ~ verschleißen | |
| schlemm | schlemm | schlemm -en | | | | | |
| schlemm | schlemm | schlemm -er -n | | | | |Verzehr|
| schlender | schlender | schlender -n | | | | |Körperbewegung|
| schlenk | schlen | schlen -z -en | | | | ~ fnhd. schlenken | | "schlendern"
| schlenk | schlenk -er | schlenker -n | der Schlenker | | | ~ fnhd. schlenken |Resultat|
| schlepp | schlepp | schlepp -en | | | | | |
| schletz | schletz | schletz -en | | | | | | "zuschlagen"
| schleuder | schleuder | schleuder -n | der Schleuder | | | |Instrument|
| schleunig | schleunig | be/ent- schleunig -en | | schleunig | | | |
| schleuse | schleuse | schleuse -n | die Schleuse | | | |Instrument|
| schlicht | schlicht | schlicht -en | | schlicht | | | |
| schlick | schlick | auf- schlick -en | der Schlick | | | |Meronym|
| schlief | schlief | schlief -en | | | | |Körperbewegung|
| schließ | schließ | schließ -en | das Schloß (A) | | | | |
| schließ | schlüss -el (A) | schlüssel -n | der Schlüssel | | | ~ schließen |Instrument|
| schlimm | schlimm -er | ver- schlimmer -n | | schlimmer | | | |
| schlimm-besser | schlimmbesser | ver- schlimmbesser -n | | besser | | | |
| schling | schling -el | schlingel -n | der Schlingel | | | |Lebewesen|
| schling | schling | schling -en | die Schling -e | | | |Analogon|
| schling | schling | schling -er -n | | | | |Dingbewegung|
| schlitt | schlitt | schlitt -el -n | | | | < mhd. slīten "gleiten" ~ eng. slide |Hinundher|
| schlitt | schlitt | schlitt -er -n | | | | < mhd. slīten "gleiten" ~ schliddern ~ eng. slide |Körperbewegung|
| schlitz | schlitz | schlitz -en | der Schlitz | | | |Resultat|
| schloss | schloss -er | schlosser -n | der Schlosser | | | |Resultat>Lebewesen|
| schloße | schloße | schloße -n | die Schloße | | | |Resultat| "hageln"
| schlotter | schlotter | schlotter -n | | | | |Körperbewegung|
| schlotz | schlotz | schlotz -en | | | | | | "trinken"
| schluch | schluch | schluch -z -en | | | | < mhd. slūchen ~ schlucken |Stimmgeräusch|
| schluck | schluck | schluck -en | der Schluck | | | |Resultat|
| schluder | schluder | schluder -n | | | | ~ schludrig | |
| schlummer | schlummer | schlummer -n | der Schlummer | | | < mhd. slummen |Resultat|
| schlunze | schlunze | schlunze -n | die Schlunze | | | |Lebewesen| "unordentlich arbeiten"
| schlupf | schlupf | schlüpf -en (U) | der Schlupf | | | |Ort|
| schlupf | schlupf | schlupf -en | der Schlupf | | | |Ort|
| schlurf | schlurf | schlürf -en (U) | | | | |Körperbewegung|
| schlurf | schlurf | schlurf -en | | | | |Körperbewegung|
| schlurr | schlurr | schlurr -en | | | | ~ schlorren |Körperbewegung| "schleifende Schritte"
| schmacht | schmacht | schmacht -en | | | | | |
| schmack | schmat -z | schmatz -en | der Schmatz | | | < mhd. smackezen ~? schmicken |Resultat|
| schmadder | schmadder | schmadder -n | der Schmadder | | | |Resultat| "regnen/schneien"
| schmäh | schmäh | schmäh -en | der Schmäh | | | |Resultat|
| schmäh | schmeich (A) | schmeich -el -n | | | | ~ Schmach, schmähen ~ ndl. smeken |Diminutiv|
| schmal | schmäl -er (U) | schmäler -n | | schmäler | | | | "verringern"
| schmal | schmal | schmäl -en (U) | | schmal | | | | "tadeln"
| schmarotz | schmarotz | schmarotz -en | | | | | |
| schmauch | schmauch | schmauch -en | der Schmauch | | | |Verzehr| "rauchen"
| schmaus | schmaus | schmaus -en | der Schmaus | | | |Verzehr|
| schmeck | schmeck | schmeck -en | der Ge- schmack (A) | | | | |
| schmeiß | schmeiß | schmeiß -en | der Schmiß (A) | | | | |
| schmelz | schmalz (A) | schmalz -en | das Schmalz | | | < germ. \*smulta |Meronym| "mit Schmalz zubereiten"
| schmelz | schmelz | schmelz -en | der Schmelz | | | < germ. \*smulta |Resultat|
| schmerz | schmerz | schmerz -en | der Schmerz | | | < germ. \*smertan |Empfindung|
| schmetter | schmetter | schmetter -n | | | | |Dinggeräusch|
| schmick | schmick | schmick -en | die Schmick -e | | | ~ schmatzen |Instrument| "Peitsche"
| schmied | schmied | schmied -en | der Schmied | | | ~ die Schmiede |Lebewesen|
| schmieg | schmieg | schmieg -en | | | | |Körperbewegung|
| schmiere | schmiere | schmiere -n | die Schmiere | | | |Instrument|
| schminke | schminke | schminke -n | die Schminke | | | |Meronym|
| schmirgel | schmirgel | schmirgel -n | der Schmirgel | | | |Instrument|
| schmök | schmök -er | schmöker -n | der Schmöker | | | |Instrument| "lesen"
| schmök | schmök | schmök -en | | | | ~ en. to smoke | | "rauchen"
| schmoll | schmoll | schmoll -en | | | | |Stimmgeräusch|
| schmor | schmor | schmor -en | | | | | |
| schmuck | schmuck | schmück -en (U) | der Schmuck | schmuck | | |Meronym|
| schmuddel | schmuddel | schmuddel -n | der Schmuddel | | | |Resultat|
| schmuggel | schmuggel | schmuggel -n | der Schmuggel | | | |Resultat|
| schmul | schmul | schmul -en | | | | | | "heimlich schauen"
| schmunzel | schmunzel | schmunzel -n | | | | | |
| schmurgel | schmurgel | schmurgel -n | | | | ~ schmoren | |
| schmus | schmus | schmus -en | der Schmus | | | ~ hebr. šemū‛ah "Erzählung" |Resultat|
| schmutz | schmutz | be/ver- schmutz -en | der Schmutz | | | |Meronym|
| schnack | schnack | schnack -el -n | | | | | | "schnalzen"
| schnack | schnack | schnack -en | | | | |Stimmgeräusch|
| schnack | schnack | schnack -sel -n | | | | | | "sex"
| schnall | schnal | schnal -z -en | | | | < mhd. snallen |Stimmgeräusch|
| schnalle | schnalle | schnalle -n | die Schnalle | | | ~? schnell |Instrument|
| schnapp | schnap -s | schnäps -el -n (U) | der Schnaps | | | |Verzehr| "Schnaps trinken"
| schnapp | schnap -s | schnaps -en | der Schnaps | | | |Resultat/Instrument| "Schnaps herstellen / trinken"
| schnapp | schnapp | schnap -s -en | | | | | | "Karten spielen"
| schnapp | schnapp | schnapp -en | | | | | |
| schnapp | schnapp | schnapp -er -n | | | | |Körperbewegung| "zittern"
| schnarch | schnarch | schnarch -en | | | | |Stimmgeräusch|
| schnarp | schnarp | schnarp -en | | | | |Dinggeräusch| "knirschen"
| schnarr | schnarr | schnarr -en | | | | |Dinggeräusch|
| schnatt | schnatt | schnatt -er -n | | | schnatt | |Tiergeräusch|
| schnatz | schnatz | schnatz -en | der Schnatz | | | |Meronym| "festlich kleiden"
| schnaub | schnab -el | schnäbel -n (U) | der Schnabel | | | ~? schnauben |Instrument| "Schnäbel aneinanderreiben, schmusen"
| schnaub | schnaub | schnaub -en | | | | |Tiergeräusch|
| schnaub | schnob (A) | schnob -er -n | | | | ~ schnauben |Stimmgeräusch| "Atem einzeihen"
| schnauf | schnauf | schnauf -en | | | | |Stimmgeräusch|
| schnauze | schnauze | schnäuze -n (U) | die Schnauze | | | < germ. \*snūtijan ~ Schnodder, nl. snot |Instrument|
| schnauze | schnauze | schnauze -n | die Schnauze | | | ~ nl. snuit |Analogon|
| schnei | schnei | schnei -en | der Schnee (A) | | | |Resultat|
| schneid | schneid -er | schneider -n | der Schneider | | | |Lebewesen|
| schneid | schneid | schneid -en | der Schnitt (A) | | | | |
| schnell | schnell -er | ver- schneller -n | | schneller | | | |
| schnell | schnell | schnell -en | | schnell | | | |
| schnief | schnief | schnief -en | | | | ~ schnieben |Körperbewegung| "durch die Nase atmen"
| schniegel | schniegel | schniegel -n | | | | | | "fein machen"
| schnipp | schnipp -s | schnips -en | der Schnips | | | |Resultat|
| schnipp | schnipp -sel | schnipsel -n | das Schnipsel | | | |Resultat|
| schnipp | schnipp | schnipp -el -n | | | | ~ schnibbeln |KleineSchritte|
| schnipp | schnipp | schnipp -en | | | | | | "Geräusch der Schere"
| schnitz | schnetz (K) | schnetz -el -n | | | | |KleineSchritte| "Fleisch zerkleinern"
| schnitz | schnitz | schnitz -el -n | | | | ~ Schnitzel |KleineSchritte|
| schnitz | schnitz | schnitz -en | der Schnitz | | | |Resultat|
| schnorchel | schnorchel | schnorchel -n | der Schnorchel | | | ~ schnarchen |Instrument|
| schnörkel | schnörkel | ver- schnörkel -n | der Schnörkel | | | |Resultat|
| schnorr | schnorr | schnorr -en | | | | | | "betteln"
| schnüff | schnüff | schnüff -el -n | | | | ~ nl. snuiven |Diminutiv|
| schnull | schnull | schnull -en | | | | | |
| schnulze | schnulze | schnulze -n | die Schnulze | | | |Resultat| "Unterhaltungsmusik"
| schnupp | schnupf | schnupf -en | der Schnupf -en | | | |???| "Schnupfen haben"
| schnupp | schnupp | schnupp -er -n | | | | ~ schnüffeln, schnupfen |Körperbewegung|
| schnur | schnur | schnür -en (U) | die Schnur | | | |Instrument|
| schnurps | schnurps | schnurps -en | | | | ~? knuspern | | "abbeißen"
| schnurre | schnurre | schnurre -n | die Schnurre | | | |Instrument|
| schober | schober | schober -n | der Schober | | | |Resultat| "Heuhaufen"
| schock | schock | schock -en | der Schock | | | neues Lehnwort < en. |Resultat|
